Matilde Rubio Bonilla,953008920
Maica Vázquez Delatorre,963.940.531
Manuel Lebrón de Jesús,979 044 626
Pedro Gaitán Esquivel,973342590
Anni Rascón Dávila,966 900 091
Andrea Mercado Sandoval,955-587-345
Juan Ramón Cazares Araña,978034772
Pedro Arriaga Ochoa,923-208-758
Miguel Ruíz Colón,996-622-312
Hermenegildo Maya Guardado,988805849
Pablo Deleón Valdés,935-984-531
Maica Abeyta Iglesias,939-143-113
Salvador Ortiz Sáenz,958875037
María de los Ángeles Pagan Alejandro,966 040 440
Miguel Pedroza Casanova,926 386 041
Carles Mota Cuellar,998-801-982
Carles Urrutia Berríos,966-274-365
Juan Ramón Ceja Lira,991 120 370
Ana Espinoza Guerrero,955707967
Pío Montemayor Fuentes,951766709
Sergi Almaráz Armas,900-655-519
Manuel Briseño Matías,936221993
Andrea Figueroa Loera,958.712.093
Marta Palomino Córdova,927 136 185
Maica Rincón Romo,998.638.359
Anni Flores Alaníz,968 064 794
Pedro Valdés Reyna,989-057-932
Jennifer Orozco Curiel,901.471.074
Carles Sáenz Munguía,942 437 376
Pablo Luevano Soliz,996.463.433
Jordi Prieto Urbina,970665711
Manuel Amador Heredia,943508240
Matilde Arce Palomino,917 817 037
Matilde Perea Delarosa,939.991.111
Roser Ceja Roque,958-396-754
Ángel Lomeli Delagarza,926.338.763
Lorena Esquivel Álvarez,973.675.954
Jorge Lucero Núñez,932 978 966
Manuel Zapata Velázquez,911369323
María de los Ángeles Durán Saldaña,909782263
Sr. Salvador Rico Alcaraz,959702077
Jordi Alcaraz Partida,906-506-493
Anni Ledesma Briseño,965239199
Ricardo Villagómez Cervantes,903129005
Rubén Arriaga Meza,946054640
Hermenegildo Leyva de Anda,947439579
Manuel Banda Alcalá,913772093
Lorena Zambrano Quintanilla,968.788.371
Anni Montalvo Preciado,916.179.011
Jennifer Solano Mota,920.063.593
Pablo Urbina Bernal,901 860 583
Jennifer Caldera Roldán,917 183 152
Anni Blanco Rico,905 176 056
Rubén Márquez Delgadillo,974.047.823
Josep Irizarry Delagarza,928.995.320
Roser Ledesma Parra,990-682-707
María de los Ángeles Prieto Hidalgo,981241819
Pío Apodaca Pulido,954.452.137
María de los Ángeles Martínez Arteaga,935-999-681
Roser Beltrán Partida,959-931-767
Sr. Daniel Arreola Villarreal,944953116
Pablo Angulo Berríos,901 268 222
Rubén Otero Rolón,987163960
Ricardo Saavedra Solís,984-593-479
Anni Pineda León,941384515
Sr. Daniel Valdivia Alarcón,994-759-343
Jennifer Tamez Padilla,973-281-858
Carles Granados Cuellar,974-845-602
Rubén Escobar Gámez,903.602.947
Lorena Flórez Elizondo,921-473-862
Ángel Acosta Bueno,902 153 130
Roser Valladares Figueroa,912652144
Salvador Abeyta Montañez,911-375-754
Pablo Escobar Salas,969-923-902
Carles Santacruz Baeza,989207205
Anni Aguilar Acuña,955-224-861
Manuel Gracia Delatorre,926 237 445
Laura Montoya Roybal,963 634 845
Josep Estévez Barreto,974 595 620
María de los Ángeles Barrientos Cazares,985361596
Iván Granados Suárez,946 392 991
Andrea Ramos Portillo,999471325
Jorge Delgado Verduzco,901.312.513
María de los Ángeles Serna Correa,973414333
Miguel Zúñiga Rojas,927 910 633
Sta. Jennifer Bravo Candelaria,988 936 180
Ángel Madrigal Gamboa,952-755-562
Sergi Robledo Mendoza,952 182 223
Lorena Vanegas Barrientos,983.068.881
Laura Gallegos Alba,986753148
Roser Granados Estévez,970.441.685
Hermenegildo Alba Zelaya,906 008 065
Roser Roldán Becerra,964-174-406
Sra. Roser Anaya Tafoya,946 430 702
Ana Gutiérrez Magaña,995 357 169
Laura Griego Malave,937-701-694
Daniel Galarza Paredes,930198816
Ricardo Marrero Macías,907-876-388
Sra. Jennifer Anguiano Sepúlveda,991209711
Ángel Montenegro Valladares,929044479
Sr. Iván Valle Zepeda,922682394
Ana Mondragón Ballesteros,967 549 148
Roser Quiróz Báez,960 899 018
Juan Ramón Serrano Beltrán,971.998.572
Ricardo Cisneros Echevarría,999-491-863
Roser Cazares Benavídez,998-601-294
Sr. Ricardo Miramontes Godínez,986.523.115
Maica Ibarra Raya,972-200-587
Carles Ramírez Muñoz,953754397
María de los Ángeles Cuellar Madrid,915 755 823
Salvador Terrazas Acosta,964-565-127
Matilde Escamilla Anaya,963702852
Lorena Galván Preciado,925 585 238
Carles Contreras Correa,945.454.967
Manuel Posada Anaya,948617163
Iván Cortéz Zepeda,926 410 949
Salvador Alemán Cervantes,983 643 232
Sta. Lorena Irizarry Posada,915.149.595
Jordi Zúñiga Lebrón,963-856-985
Ángel Serna Puga,982466571
Matilde López Gámez,923525119
Sr. Ángel Osorio Olivárez,971.307.665
Sra. Anni Haro Ponce,998-098-474
Sra. Anni Reséndez Casanova,973004377
Ángel Camacho Villegas,908952689
Carles Lovato Sevilla,916-224-184
Sta. María de los Ángeles Longoria Perales,993 966 153
Josep Ureña Almanza,953-230-282
Pablo Cardona Magaña,903 194 635
Jorge Orellana Olivárez,929332823
Roser Girón Monroy,991 112 371
Ana Molina Carrera,934-203-499
Sta. Andrea Arenas Jaramillo,953 534 879
Jordi Quiróz Marín,935 712 082
Marta Rivero Quintana,949-148-923
María de los Ángeles Tirado Carvajal,983 942 543
Sr. Josep Ocasio Villaseñor,995.631.187
Iván Delatorre Mayorga,926-348-400
Matilde Murillo Montes,970.592.650
María de los Ángeles Romo Cabán,961790469
Juan Ramón Cintrón Quezada,930 024 003
Ana Mena Zavala,954007781
Carles Corrales Vanegas,900 169 649
Pío Benavides Hurtado,987 150 398
Jennifer Solorio Aragón,903 157 792
Jennifer Colón Tamez,997 865 892
Rubén Amaya Esquibel,986.404.758
Jordi Figueroa Lugo,986 151 569
Salvador Ceja Collado,902 022 435
Sr. Ángel León Vera,974282784
Marta Bermúdez Guzmán,908787329
Marta Villalobos Valentín,911.796.688
Matilde Colunga Moya,967 217 571
Roser Santillán Correa,939.820.186
Jorge Borrego Santiago,926.773.198
Pablo Brito Grijalva,979-710-890
Carles Barraza Alba,952.653.181
Lorena Delapaz Alejandro,966 697 533
Sr. Jordi Otero de Jesús,929 740 562
Matilde Gallegos Esparza,930640746
Jordi Pagan Lozano,948548732
Hermenegildo Fierro Sánchez,998 417 344
Hermenegildo Valle Aguirre,969 587 570
Sr. Iván Vergara Amaya,923 376 082
Hermenegildo Delacrúz Romero,919.972.870
Daniel Arellano Alanis,995.248.493
Laura Anaya Yáñez,908225916
Maica Valadez Mojica,958 237 135
Sta. Andrea Caballero Escobar,980-777-854
Pablo Espinal Macías,971033212
Pablo Almanza Vigil,984 309 108
Jordi Urbina Lara,941-058-708
Sergi Ulibarri Valles,916-856-398
Rubén Samaniego Mota,994-119-711
Laura Tejeda Curiel,915-058-363
Anni Barrera Báez,906 614 102
Maica Quintana Almonte,940.819.714
Rubén Alanis Lucio,954-441-738
Hermenegildo Rael Loya,922421717
Josep Carbajal Sotelo,924-114-430
Ángel Olivo Ponce,995-676-105
Anni Galarza Esquivel,974-581-475
Andrea Rascón Valadez,982-220-627
Sr. Iván León Lovato,970011426
Jordi Vanegas López,995992805
Hermenegildo Cavazos Espino,926.913.657
Marta Salcedo Griego,970 761 272
Roser Arteaga Linares,951 109 187
Pío Báez Carrero,952.253.419
Sra. María de los Ángeles Alcaraz Cantú,945-441-277
Roser Padilla Quintero,987372549
Sr. Manuel Armenta Palomino,901-069-246
Andrea Abrego Sierra,935978234
Maica Rosado Huerta,964.530.536
Sergi Hidalgo Nevárez,923-130-250
Jennifer Patiño Nájera,908123523
Juan Ramón Anguiano Lara,966 812 644
Sra. Maica Villarreal Munguía,989.421.940
Ana Miramontes Urbina,970805796
Miguel Ruíz Castillo,961.026.642
Josep Urrutia Sarabia,940978848
Jorge Meléndez Alanis,948 476 979
Hermenegildo Chávez Prieto,979954942
Daniel Salcedo Lara,996537635
Laura Piña Garibay,948-818-232
Anni Galarza Miramontes,920619934
Maica Bahena Raya,957951556
Manuel Páez Durán,938162960
Lorena Altamirano Leiva,974 056 123
Manuel Zapata Meléndez,997 010 715
Ángel Casanova Valadez,979 505 975
Manuel Guajardo Meléndez,966-749-604
Jennifer Villalpando Varela,932714786
Sr. Sergi Padilla Mondragón,980972283
Lorena Espinal Batista,969 774 576
Ricardo Guerra Paredes,993894213
Sta. Jennifer Gálvez Razo,927633413
Jordi Becerra Arce,984.674.959
Miguel Tamayo Ruíz,943144287
Anni Muñoz Amaya,917736836
Ricardo Pacheco Anguiano,975.971.886
Carles Coronado Cruz,927-325-182
Josep Guillén Briones,948 807 136
Jennifer Saavedra Carbajal,921-130-579
Andrea Casares Ortiz,961 376 337
Jordi Banda Aguilar,927.480.937
Anni Prieto Apodaca,934-516-135
Iván Barrientos Ojeda,926.721.906
Jordi Ledesma Ramírez,989.203.187
Rubén Salazar Reynoso,907 874 593
Ángel Reynoso Soliz,916405515
Pablo Lozano Lara,991444304
Pío Verduzco Guajardo,994-220-567
Sr. Juan Ramón Frías Escobedo,958.846.992
Pío Grijalva Pelayo,903 333 195
Jorge Gutiérrez Aguirre,978706448
Carles Nevárez Galarza,995.939.295
Laura Montaño Maldonado,967.182.706
María de los Ángeles Lerma Pizarro,984.085.685
Andrea Tirado Navarrete,957 972 563
Jorge Garica Cárdenas,975-114-604
Manuel Sarabia Bustamante,908 436 599
Jordi Zavala Yáñez,961-834-109
Roser Carbajal Gallardo,990-628-949
Lorena Barraza Vega,996853284
Pablo Méndez Muro,930.441.317
Daniel Rivero Araña,914-990-945
Salvador Cortés Reyna,904255104
Hermenegildo Bravo Limón,922 978 245
María de los Ángeles Lucero Escobar,983 696 042
Manuel Córdova Bonilla,991-810-277
Ángel Mendoza Padilla,938 279 476
Lorena Córdova Alarcón,977-681-830
Marta Zamora Abeyta,972 158 254
Ángel Robledo Bahena,934-861-524
Ana Patiño Puga,950-672-514
Lorena Montenegro Caraballo,939.279.002
Miguel Zamora Mota,939492088
Salvador Menéndez Mendoza,996 072 015
Pablo Segovia Peña,994-430-113
Sr. Pío Dávila Irizarry,915.815.866
Pedro Irizarry Cantú,967 099 547
Rubén Orta Páez,987.287.249
Ricardo Ontiveros Garay,976.347.381
Rubén Rivera Bueno,997.723.831
Miguel Robledo Cervántez,924.153.922
Ángel Loya Aguirre,953 690 777
Ana Gaitán Espino,937 654 112
Sergi Araña Olmos,977.309.793
Laura Bermúdez López,941196634
Marta León Rendón,920 807 862
Miguel Gutiérrez Ponce,988 886 491
Sr. Iván Ramos Garay,923 497 781
Sra. Marta Salcido Esquivel,985.582.430
María de los Ángeles Tamayo Roque,939666452
Anni Arellano Guerra,964-150-670
Iván Jáquez Ceja,987.946.782
Daniel Abrego Alcalá,919210804
Iván Zaragoza Segovia,934441689
Laura Téllez Zepeda,954165565
Jordi Miranda Banda,916 718 518
Miguel Caballero Barragán,964-335-947
Andrea Lemus Santiago,994 714 219
Sr. Juan Ramón Benavides Meraz,909489305
Sta. Marta Luna Páez,958.562.416
Pablo Espinoza Santillán,942-310-077
Hermenegildo Vázquez Miramontes,914-122-102
Lorena Ayala Abrego,932-902-902
María de los Ángeles de Jesús Gálvez,975.247.386
Salvador Trejo Cepeda,977740304
Sr. Hermenegildo Arroyo Elizondo,966319863
Jordi Rosado Medina,982 795 138
Roser Muro Villanueva,990716312
Ángel Olivárez Zambrano,963965427
Jorge Muro Vargas,970-479-307
Laura Rivero Aragón,900886498
Andrea Hurtado Delarosa,998044553
Anni Pérez Alva,977-197-291
Anni Estrada Pérez,981.927.308
Carles Olivares Meraz,923.558.214
Miguel Treviño Cuellar,942-436-211
Ricardo Bustos Mayorga,940.826.589
Daniel Pagan Cedillo,961 990 003
María de los Ángeles Maestas Adame,983.137.156
Daniel Brito Tórrez,971822416
Roser Amaya Villarreal,945 175 313
Laura Ybarra Madrid,958-873-095
Jordi Santillán Carreón,961-312-486
Andrea Zayas Cano,944.689.880
Jordi Munguía Villalpando,932-852-516
Rubén Zayas Velasco,998.809.177
Rubén Madrid Ferrer,984.747.140
Marta Campos Pedraza,988530415
Manuel Delatorre González,934.118.334
María de los Ángeles Vázquez Tirado,935-488-025
Anni Santana Solorzano,965 664 310
Sergi Espinal Hinojosa,920276097
Ana Dávila Terán,947 867 223
Sta. Ana Segovia Quiróz,908613663
Ana Lozano Serrano,953.287.215
Pío Melgar Espinoza,917995658
Andrea Campos Dávila,956.569.198
Marta Solís Gamboa,985075006
Sr. Daniel Valle Aguilera,934-273-863
Laura Ruíz Becerra,996526673
María de los Ángeles Rosales Sosa,917-710-877
Miguel Morales Ponce,930 689 926
Roser Ledesma Fonseca,977-390-096
Ángel Meléndez Posada,982655706
Pío Mora Alaníz,909642673
Lorena Mena Flores,940788875
Ricardo Razo Bahena,990539582
Marta Velasco Amador,904-958-007
Miguel Lozano Serrato,931 734 370
Matilde Patiño Piña,921 650 390
Sr. Ángel Aragón Tello,936-410-417
María de los Ángeles Robles Zarate,920-737-427
Sta. Marta López Espinosa de los Monteros,904 005 094
Sr. Pío Valentín Anguiano,924-001-721
Ana Tamez Estrada,992-245-919
Ana Saiz Chapa,935.448.489
Anni Ávila Urbina,991 591 703
Sr. Jordi Partida Rivas,950.526.622
María de los Ángeles Medrano Girón,926508515
Anni Ontiveros Carrero,960885683
Jorge Ríos Esquibel,914.967.796
Jordi Briones Mota,990368105
Anni Valdez Cordero,932523496
Ana Delafuente Otero,948 987 932
Laura Tirado Marroquín,908.945.625
Ricardo Jaramillo Laboy,943-601-200
Maica Vanegas Almaráz,994 611 424
Maica Rascón Zambrano,951589231
Carles Cantú Altamirano,934427779
Sra. Marta Muro Negrón,957.373.340
Ángel Loera Acuña,949 496 757
Marta Berríos Márquez,942-049-757
Sta. Anni Llamas Esquivel,981497734
Sra. Anni Barragán Laboy,968994940
Sr. Rubén Almonte Echevarría,932 812 221
Sta. Lorena Gutiérrez Ledesma,986.903.021
Andrea Acosta Saavedra,906 882 033
Andrea Murillo Altamirano,963-466-718
Anni Guerra Tijerina,989941949
Miguel Bustamante Jaimes,906-415-936
Andrea de Anda Baca,946-079-381
Sr. Iván Tamez Munguía,949 546 879
Ana Tamayo Rosales,974.834.631
Marta Paredes Valdez,908075452
Sr. Ricardo Luna Segura,961-567-903
Pablo Ortiz Polanco,981-617-824
Jennifer Olivera Rosas,935 764 805
Juan Ramón Granados Valenzuela,954-001-409
Rubén Parra Malave,978546007
Sr. Salvador Torres Agosto,933-186-657
Matilde Escobedo Peralta,991-764-144
María de los Ángeles Viera Amador,906.736.846
Ana Salcedo Almonte,902787343
Lorena Armendáriz Rolón,981.449.492
Ricardo Rangel García,992-412-827
Salvador Curiel Montes,976 140 052
Ángel Corrales Benavídez,915-476-054
Sr. Iván Barrientos Montéz,991.608.333
Juan Ramón Dávila Juárez,993 558 393
Iván Apodaca Ríos,998.429.934
Carles Lozano Galarza,906 630 544
Daniel Ríos Magaña,922-270-709
Iván Trujillo Madrid,998-603-743
Anni Ayala Arreola,948.398.478
Carles Soliz Ballesteros,975690545
Sr. Josep Serrano Madrigal,910 796 636
Pedro Salas Leiva,947111896
Jennifer Delacrúz Reséndez,927-857-890
Laura Lira Benavides,908 063 275
Josep Velasco Camacho,903 383 146
Daniel Acosta González,945-299-263
Miguel Reyna Véliz,914 515 304
Juan Ramón Carrero Olvera,902502023
Sr. Juan Ramón Rosado Abreu,965.919.872
Maica Garrido Acevedo,949-817-961
Anni Canales Mesa,988.036.667
Andrea Manzanares Chávez,952511202
Anni Bañuelos Chavarría,922 182 608
Josep Villalobos Alicea,949-998-054
Laura Ayala Leyva,917.888.683
Ángel Villalobos Espinosa,928.494.543
Sr. Pío Esquibel Valdés,987 584 205
Andrea Corona Cárdenas,974.237.297
Jennifer Jaramillo Álvarez,992 202 056
Sr. Pablo Villarreal Cortéz,999-177-717
Iván Vázquez Vega,963638521
Sergi Gallegos Armas,915.178.816
Ana Escalante Medina,970 073 681
Sr. Daniel Delarosa Nieves,914 220 951
Lorena Ocampo Robles,935.907.540
Laura Cervantes Arriaga,970172550
Daniel Ozuna Nieto,937 769 506
Sr. Josep Orellana Carrión,986 884 760
Josep Palacios Zelaya,978.415.050
Hermenegildo Coronado Gómez,958 478 019
Anni Pedroza Ayala,948-025-276
Ángel Colón Valladares,937004369
María de los Ángeles Lucio Rentería,968 291 938
Jordi Gutiérrez Alonzo,958758695
Iván Guerrero Caldera,933.558.270
Ángel Bueno Carranza,997.016.963
Josep Toro Frías,945 242 343
Jorge Carrera Vega,980-416-192
Matilde Mendoza Tejada,906-270-669
Marta Canales Aguirre,962.040.375
Anni Vigil Abeyta,944411451
María de los Ángeles Acuña Fernández,961 841 773
Ana Morales Acuña,902313223
Anni Arteaga Otero,911 921 194
Maica Tejeda Quiñónez,911226997
Andrea Amaya Ojeda,906.871.911
Maica Longoria Perales,933.670.687
Sr. Sergi Pulido Melgar,990.388.502
Maica Marín Cavazos,957-071-862
Pablo Orozco Gamboa,992088398
Salvador Gálvez Sarabia,975701012
Miguel Serrano Urías,925 072 785
Rubén Adame Villa,920970111
Laura Urías Barajas,921.975.019
Marta Canales Quintero,958-139-188
Anni Quintero Tello,911.311.158
Ángel Arroyo Mondragón,996116474
Andrea Villalobos Acevedo,907 510 459
Roser Ocampo Alarcón,988 037 995
Jennifer Cadena Benítez,940-784-704
Hermenegildo Corral Osorio,942-165-171
Juan Ramón Arriaga Quintanilla,922-224-778
Laura Espinoza Chacón,929 966 406
Marta Mares Sáenz,965 468 375
Sr. Manuel Villalobos Alarcón,956021339
Pío Montes Meraz,961-047-289
Jennifer Solorzano Guillén,919-411-760
Ángel Vera Pizarro,935 689 017
Lorena Molina Cabrera,970 929 124
Carles Aranda Rael,922 257 918
Sr. Daniel Cornejo Castillo,969-312-877
Ana Aguilera Vela,901-079-431
Anni Arredondo Villaseñor,979-969-459
Hermenegildo Carbajal Dueñas,939406524
Maica Lara Urbina,962 032 223
Salvador Becerra Candelaria,930454910
Ana Nájera Muñoz,922 232 804
Sergi Hidalgo Gastélum,959.865.398
Andrea González Palomino,992490398
Andrea Jaramillo Duarte,985-287-800
Juan Ramón Nazario Rubio,925 335 233
Ana Sánchez Leiva,953713092
Miguel Madera Garay,952 921 259
Carles Beltrán Abeyta,973765451
Jennifer Alcántar Peña,906.406.928
Marta Olivárez Menéndez,925 364 733
Roser Vera Riojas,932-288-185
Jorge Pabón Carrero,996589426
Pedro Quintana Caraballo,908-132-173
Ana Varela Rosales,934.687.989
Daniel Rocha Tapia,921.773.011
Roser Trujillo Tórrez,967.006.509
María de los Ángeles Alvarado Barrientos,957 143 352
Pablo Mireles Feliciano,977 231 014
Roser Rocha Avilés,916.043.344
Miguel Carrera Arenas,931-224-471
Jennifer Espinosa de los Monteros Mora,995.130.137
Jennifer Posada Navarro,996118433
Carles Parra Méndez,910-598-406
Marta Maya Pantoja,914430095
Iván Reséndez Candelaria,990 078 115
Sergi Moreno Alanis,947-610-807
Lorena Ceja Tirado,937.869.294
Salvador Maldonado Mireles,996603211
Sr. Jordi Matías Reyna,924-572-406
Marta Velásquez Pichardo,945 225 145
Sergi Camacho Alanis,963.272.191
Pedro Perales Candelaria,911 923 776
Anni de Anda Olivera,991.497.004
Hermenegildo Avilés Palomino,979077412
Sta. Matilde Barragán Ulloa,993627707
Miguel Molina Cano,987-880-043
Roser Pagan Rojas,995 871 279
Pío Burgos Flórez,985 756 475
Juan Ramón Pérez Curiel,939.316.816
Ricardo Olivo Barraza,935219668
Sr. Daniel Vélez Meza,967.965.119
María de los Ángeles Arevalo Valentín,956.148.365
Ana Sosa Ornelas,937.158.436
Maica Rocha Rentería,975561139
Pedro Carrera Lugo,963 779 988
Pío Esparza Solorio,929.326.020
Andrea Jurado Nevárez,983.983.615
Jorge Montenegro Partida,960 099 265
Roser Manzanares Lebrón,999096214
Manuel Carranza Dávila,971-178-088
Sr. Pío Ulibarri Carrasco,943-177-546
Matilde Maestas Centeno,911431388
Sergi Sáenz Zapata,995 998 024
Laura Rivas Ramírez,901 024 234
Josep Madrid Roque,944668459
Ana Pabón Salazar,923 189 460
Jorge Vallejo Ornelas,955.570.257
Josep Tamez Valentín,973 053 938
Pablo Tapia Pabón,955831106
Carles Alcalá Mena,980244640
Ricardo Villaseñor Cruz,928 679 696
Sr. Carles Olvera López,910.712.486
Jorge Pedraza Soliz,980.730.149
Roser Ortega Quintanilla,979.917.584
María de los Ángeles Treviño Vergara,915985719
Manuel Sosa Becerra,953785004
Rubén Curiel Montemayor,971 944 174
Jordi Gamboa Bermúdez,994 468 732
María de los Ángeles Rincón Nava,924-398-211
Roser Raya Serna,929 679 717
Jordi Loera Tejeda,987 032 093
Matilde Pichardo Fuentes,926808088
Jennifer Lozada Maldonado,951-606-649
Anni Valverde Regalado,900081210
Laura Espinosa Ruelas,967.959.126
Andrea Cervántez Villalobos,925757924
Sr. Ángel Velásquez Estévez,958 793 244
Marta Ocasio Sepúlveda,931882989
Pablo Benítez Granados,925-213-903
Jordi Serrano Aguayo,922-292-733
Ana Barela Cintrón,952 996 244
Salvador Pelayo Adorno,924 222 722
Jennifer Ruelas Olivera,987.492.018
Carles Bueno Adorno,910.429.107
Lorena Castro Canales,953266325
